"V1" "V2" "V3" "V4" "V5"
"24381" 10244 44 100 3 0.95
"4712" 1244 44 100 5 0.6
"8513" 3644 44 100 5 0.7
"14682" 6044 44 100 5 0.8
"20432" 8444 44 100 5 0.9
"26692" 10844 44 100 5 0.95
"5563" 1844 44 100 10 0.6
"16763" 4244 44 100 10 0.7
"26683" 6644 44 100 10 0.8
"27814" 244 44 100 10 0.9
"14723" 989 44 100 10 0.95
"145" 144 44 500 2 0.6
"748" 2544 44 500 2 0.7
"1333" 4944 44 500 2 0.8
"1950" 7344 44 500 2 0.9
"2550" 9744 44 500 2 0.95
"13210" 744 44 500 3 0.6
"7471" 3144 44 500 3 0.7
"13221" 5544 44 500 3 0.8
"19451" 7944 44 500 3 0.9
"25281" 10344 44 500 3 0.95
"15112" 1344 44 500 5 0.6
"9613" 3744 44 500 5 0.7
"15602" 6144 44 500 5 0.8
"21372" 8544 44 500 5 0.9
"27532" 10944 44 500 5 0.95
"6893" 1944 44 500 10 0.6
"17943" 4344 44 500 10 0.7
"27663" 6744 44 500 10 0.8
"3803" 344 44 500 10 0.9
"15843" 1089 44 500 10 0.95
"244" 244 44 1000 2 0.6
"842" 2644 44 1000 2 0.7
"1463" 5044 44 1000 2 0.8
"2047" 7444 44 1000 2 0.9
"2646" 9844 44 1000 2 0.95
"24210" 844 44 1000 3 0.6
"8511" 3244 44 1000 3 0.7
"14511" 5644 44 1000 3 0.8
"20561" 8044 44 1000 3 0.9
"26421" 10444 44 1000 3 0.95
"26712" 1444 44 1000 5 0.6
"10813" 3844 44 1000 5 0.7
"16742" 6244 44 1000 5 0.8
"22532" 8644 44 1000 5 0.9
"28652" 11044 44 1000 5 0.95
"8353" 2044 44 1000 10 0.6
"19453" 4444 44 1000 10 0.7
"28783" 6844 44 1000 10 0.8
"4643" 444 44 1000 10 0.9
"19253" 1189 44 1000 10 0.95
"345" 344 44 2000 2 0.6
"945" 2744 44 2000 2 0.7
"1544" 5144 44 2000 2 0.8
"2145" 7544 44 2000 2 0.9
"2738" 9944 44 2000 2 0.95
"3451" 944 44 2000 3 0.6
"9491" 3344 44 2000 3 0.7
"15461" 5744 44 2000 3 0.8
"21411" 8144 44 2000 3 0.9
"27381" 10544 44 2000 3 0.95
"3452" 1544 44 2000 5 0.6
"11632" 3944 44 2000 5 0.7
"17602" 6344 44 2000 5 0.8
"23552" 8744 44 2000 5 0.9
"6432" 840 44 2000 5 0.95
"9273" 2144 44 2000 10 0.6
"20473" 4544 44 2000 10 0.7
"18104" 12 44 2000 10 0.8
"8173" 544 44 2000 10 0.9
"23753" 1289 44 2000 10 0.95
"444" 444 44 5000 2 0.6
"1040" 2844 44 5000 2 0.7
"1650" 5244 44 5000 2 0.8
"2241" 7644 44 5000 2 0.9
"2840" 10044 44 5000 2 0.95
"4521" 1044 44 5000 3 0.6
"10481" 3444 44 5000 3 0.7
"16451" 5844 44 5000 3 0.8
"22521" 8244 44 5000 3 0.9
"28391" 10644 44 5000 3 0.95
"4432" 1644 44 5000 5 0.6
"12513" 4044 44 5000 5 0.7
"18552" 6444 44 5000 5 0.8
"24422" 8844 44 5000 5 0.9
"7413" 900 44 5000 5 0.95
"10563" 2244 44 5000 10 0.6
"21783" 4644 44 5000 10 0.7
"8314" 44 44 5000 10 0.8
"12723" 644 44 5000 10 0.9
"24763" 1389 44 5000 10 0.95
"544" 544 44 10000 2 0.6
"1141" 2944 44 10000 2 0.7
"1745" 5344 44 10000 2 0.8
"2343" 7744 44 10000 2 0.9
"2951" 10144 44 10000 2 0.95
"5411" 1144 44 10000 3 0.6
"11421" 3544 44 10000 3 0.7
"17421" 5944 44 10000 3 0.8
"23341" 8344 44 10000 3 0.9
"29421" 10744 44 10000 3 0.95
"5613" 1744 44 10000 5 0.6
"13532" 4144 44 10000 5 0.7
"19532" 6544 44 10000 5 0.8
"25492" 8944 44 10000 5 0.9
"6962" 889 44 10000 5 0.95
"11903" 2344 44 10000 10 0.6
"23143" 4744 44 10000 10 0.7
"16714" 144 44 10000 10 0.8
"13753" 744 44 10000 10 0.9
"25803" 1489 44 10000 10 0.95
"35" 45 45 100 2 0.6
"645" 2445 45 100 2 0.7
"1246" 4845 45 100 2 0.8
"1844" 7245 45 100 2 0.9
"2440" 9645 45 100 2 0.95
"4510" 645 45 100 3 0.6
"6451" 3045 45 100 3 0.7
"12461" 5445 45 100 3 0.8
"18441" 7845 45 100 3 0.9
"24361" 10245 45 100 3 0.95
"4512" 1245 45 100 5 0.6
"8552" 3645 45 100 5 0.7
"14582" 6045 45 100 5 0.8
"20462" 8445 45 100 5 0.9
"26652" 10845 45 100 5 0.95
"5723" 1845 45 100 10 0.6
"16853" 4245 45 100 10 0.7
"26703" 6645 45 100 10 0.8
"27914" 245 45 100 10 0.9
"15063" 990 45 100 10 0.95
"127" 145 45 500 2 0.6
"746" 2545 45 500 2 0.7
"1331" 4945 45 500 2 0.8
"1949" 7345 45 500 2 0.9
"2539" 9745 45 500 2 0.95
"14710" 745 45 500 3 0.6
"7441" 3145 45 500 3 0.7
"13281" 5545 45 500 3 0.8
"19271" 7945 45 500 3 0.9
"25231" 10345 45 500 3 0.95
"14812" 1345 45 500 5 0.6
"9372" 3745 45 500 5 0.7
"15532" 6145 45 500 5 0.8
"21482" 8545 45 500 5 0.9
"27413" 10945 45 500 5 0.95
"6793" 1945 45 500 10 0.6
"18083" 4345 45 500 10 0.7
"27643" 6745 45 500 10 0.8
"3843" 345 45 500 10 0.9
"15753" 1090 45 500 10 0.95
"246" 245 45 1000 2 0.6
"855" 2645 45 1000 2 0.7
"1471" 5045 45 1000 2 0.8
"2048" 7445 45 1000 2 0.9
"2662" 9845 45 1000 2 0.95
"24910" 845 45 1000 3 0.6
"8551" 3245 45 1000 3 0.7
"14481" 5645 45 1000 3 0.8
"20431" 8045 45 1000 3 0.9
"26491" 10445 45 1000 3 0.95
"25912" 1445 45 1000 5 0.6
"10522" 3845 45 1000 5 0.7
"16613" 6245 45 1000 5 0.8
"22692" 8645 45 1000 5 0.9
"28742" 11045 45 1000 5 0.95
"8373" 2045 45 1000 10 0.6
"19563" 4445 45 1000 10 0.7
"28833" 6845 45 1000 10 0.8
"4703" 445 45 1000 10 0.9
"19215" 1190 45 1000 10 0.95
"346" 345 45 2000 2 0.6
"949" 2745 45 2000 2 0.7
"1547" 5145 45 2000 2 0.8
"2147" 7545 45 2000 2 0.9
"2752" 9945 45 2000 2 0.95
"3441" 945 45 2000 3 0.6
"9501" 3345 45 2000 3 0.7
"15451" 5745 45 2000 3 0.8
"21421" 8145 45 2000 3 0.9
"27431" 10545 45 2000 3 0.95
"3542" 1545 45 2000 5 0.6
"11562" 3945 45 2000 5 0.7
"17572" 6345 45 2000 5 0.8
"23572" 8745 45 2000 5 0.9
"6402" 841 45 2000 5 0.95
"9303" 2145 45 2000 10 0.6
"20483" 4545 45 2000 10 0.7
"3104" 13 45 2000 10 0.8
"7993" 545 45 2000 10 0.9
"23715" 1290 45 2000 10 0.95
"440" 445 45 5000 2 0.6
"1049" 2845 45 5000 2 0.7
"1649" 5245 45 5000 2 0.8
"2237" 7645 45 5000 2 0.9
"2846" 10045 45 5000 2 0.95
"4441" 1045 45 5000 3 0.6
"10521" 3445 45 5000 3 0.7
"16381" 5845 45 5000 3 0.8
"22491" 8245 45 5000 3 0.9
"28441" 10645 45 5000 3 0.95
"4513" 1645 45 5000 5 0.6
"12532" 4045 45 5000 5 0.7
"18542" 6445 45 5000 5 0.8
"24482" 8845 45 5000 5 0.9
"7552" 901 45 5000 5 0.95
"10653" 2245 45 5000 10 0.6
"21763" 4645 45 5000 10 0.7
"7714" 45 45 5000 10 0.8
"12853" 645 45 5000 10 0.9
"24715" 1390 45 5000 10 0.95
"549" 545 45 10000 2 0.6
"1153" 2945 45 10000 2 0.7
"1753" 5345 45 10000 2 0.8
"2346" 7745 45 10000 2 0.9
"2944" 10145 45 10000 2 0.95
"5481" 1145 45 10000 3 0.6
"11461" 3545 45 10000 3 0.7
"17481" 5945 45 10000 3 0.8
"23471" 8345 45 10000 3 0.9
"29471" 10745 45 10000 3 0.95
"5662" 1745 45 10000 5 0.6
"13552" 4145 45 10000 5 0.7
"19582" 6545 45 10000 5 0.8
"25552" 8945 45 10000 5 0.9
"7002" 890 45 10000 5 0.95
"12015" 2345 45 10000 10 0.6
"23153" 4745 45 10000 10 0.7
"17014" 145 45 10000 10 0.8
"13743" 745 45 10000 10 0.9
"25773" 1490 45 10000 10 0.95
"51" 46 46 100 2 0.6
"647" 2446 46 100 2 0.7
"1248" 4846 46 100 2 0.8
"1846" 7246 46 100 2 0.9
"2456" 9646 46 100 2 0.95
"4610" 646 46 100 3 0.6
"6441" 3046 46 100 3 0.7
"12471" 5446 46 100 3 0.8
"18481" 7846 46 100 3 0.9
"24601" 10246 46 100 3 0.95
"4812" 1246 46 100 5 0.6
"8562" 3646 46 100 5 0.7
"14642" 6046 46 100 5 0.8
"20513" 8446 46 100 5 0.9
"26552" 10846 46 100 5 0.95
"5863" 1846 46 100 10 0.6
"16923" 4246 46 100 10 0.7
"26915" 6646 46 100 10 0.8
"28414" 246 46 100 10 0.9
"14963" 991 46 100 10 0.95
"130" 146 46 500 2 0.6
"745" 2546 46 500 2 0.7
"1347" 4946 46 500 2 0.8
"1945" 7346 46 500 2 0.9
"2528" 9746 46 500 2 0.95
"13410" 746 46 500 3 0.6
"7521" 3146 46 500 3 0.7
"13211" 5546 46 500 3 0.8
"19501" 7946 46 500 3 0.9
"25531" 10346 46 500 3 0.95
"15212" 1346 46 500 5 0.6
"9452" 3746 46 500 5 0.7
"15422" 6146 46 500 5 0.8
"21522" 8546 46 500 5 0.9
"27472" 10946 46 500 5 0.95
"7023" 1946 46 500 10 0.6
"18203" 4346 46 500 10 0.7
"27803" 6746 46 500 10 0.8
"3915" 346 46 500 10 0.9
"15933" 1091 46 500 10 0.95
"253" 246 46 1000 2 0.6
"853" 2646 46 1000 2 0.7
"1446" 5046 46 1000 2 0.8
"2045" 7446 46 1000 2 0.9
"2643" 9846 46 1000 2 0.95
"24810" 846 46 1000 3 0.6
"8411" 3246 46 1000 3 0.7
"14551" 5646 46 1000 3 0.8
"20611" 8046 46 1000 3 0.9
"26651" 10446 46 1000 3 0.95
"24312" 1446 46 1000 5 0.6
"10552" 3846 46 1000 5 0.7
"16582" 6246 46 1000 5 0.8
"22782" 8646 46 1000 5 0.9
"28632" 11046 46 1000 5 0.95
"8415" 2046 46 1000 10 0.6
"19723" 4446 46 1000 10 0.7
"28973" 6846 46 1000 10 0.8
"4593" 446 46 1000 10 0.9
"19423" 1191 46 1000 10 0.95
"347" 346 46 2000 2 0.6
"946" 2746 46 2000 2 0.7
"1546" 5146 46 2000 2 0.8
"2146" 7546 46 2000 2 0.9
"2743" 9946 46 2000 2 0.95
"3471" 946 46 2000 3 0.6
"9431" 3346 46 2000 3 0.7
"15481" 5746 46 2000 3 0.8
"21481" 8146 46 2000 3 0.9
"27511" 10546 46 2000 3 0.95
"3432" 1546 46 2000 5 0.6
"11642" 3946 46 2000 5 0.7
"17582" 6346 46 2000 5 0.8
"23642" 8746 46 2000 5 0.9
"6442" 842 46 2000 5 0.95
"9315" 2146 46 2000 10 0.6
"20553" 4546 46 2000 10 0.7
"10104" 14 46 2000 10 0.8
"8083" 546 46 2000 10 0.9
"23843" 1291 46 2000 10 0.95
"447" 446 46 5000 2 0.6
"1038" 2846 46 5000 2 0.7
"1644" 5246 46 5000 2 0.8
"2257" 7646 46 5000 2 0.9
"2851" 10046 46 5000 2 0.95
"4481" 1046 46 5000 3 0.6
"10371" 3446 46 5000 3 0.7
"16431" 5846 46 5000 3 0.8
"22471" 8246 46 5000 3 0.9
"28481" 10646 46 5000 3 0.95
"4492" 1646 46 5000 5 0.6
"12602" 4046 46 5000 5 0.7
"18613" 6446 46 5000 5 0.8
"24502" 8846 46 5000 5 0.9
"7452" 902 46 5000 5 0.95
"10643" 2246 46 5000 10 0.6
"21893" 4646 46 5000 10 0.7
"7314" 46 46 5000 10 0.8
"12653" 646 46 5000 10 0.9
"24783" 1391 46 5000 10 0.95
"547" 546 46 10000 2 0.6
"1146" 2946 46 10000 2 0.7
"1747" 5346 46 10000 2 0.8
"2348" 7746 46 10000 2 0.9
"2963" 10146 46 10000 2 0.95
"5551" 1146 46 10000 3 0.6
"11431" 3546 46 10000 3 0.7
"17461" 5946 46 10000 3 0.8
"23461" 8346 46 10000 3 0.9
"29461" 10746 46 10000 3 0.95
"5692" 1746 46 10000 5 0.6
"13522" 4146 46 10000 5 0.7
"19592" 6546 46 10000 5 0.8
"25542" 8946 46 10000 5 0.9
"21002" 46 46 10000 5 0.95
"12033" 2346 46 10000 10 0.6
"23233" 4746 46 10000 10 0.7
"18114" 146 46 10000 10 0.8
"13663" 746 46 10000 10 0.9
"25843" 1491 46 10000 10 0.95
"57" 47 47 100 2 0.6
"649" 2447 47 100 2 0.7
"1247" 4847 47 100 2 0.8
"1845" 7247 47 100 2 0.9
"2452" 9647 47 100 2 0.95
"5210" 647 47 100 3 0.6
"6491" 3047 47 100 3 0.7
"12531" 5447 47 100 3 0.8
"18491" 7847 47 100 3 0.9
"24591" 10247 47 100 3 0.95
"6612" 1247 47 100 5 0.6
"8592" 3647 47 100 5 0.7
"14562" 6047 47 100 5 0.8
"20492" 8447 47 100 5 0.9
"26442" 10847 47 100 5 0.95
"5763" 1847 47 100 10 0.6
"16863" 4247 47 100 10 0.7
"26693" 6647 47 100 10 0.8
"28514" 247 47 100 10 0.9
"14773" 992 47 100 10 0.95
"129" 147 47 500 2 0.6
"747" 2547 47 500 2 0.7
"1330" 4947 47 500 2 0.8
"1951" 7347 47 500 2 0.9
"2547" 9747 47 500 2 0.95
"13310" 747 47 500 3 0.6
"7401" 3147 47 500 3 0.7
"13441" 5547 47 500 3 0.8
"19521" 7947 47 500 3 0.9
"25471" 10347 47 500 3 0.95
"13812" 1347 47 500 5 0.6
"9582" 3747 47 500 5 0.7
"15522" 6147 47 500 5 0.8
"21572" 8547 47 500 5 0.9
"27322" 10947 47 500 5 0.95
"6923" 1947 47 500 10 0.6
"18063" 4347 47 500 10 0.7
"27633" 6747 47 500 10 0.8
"3693" 347 47 500 10 0.9
"15903" 1092 47 500 10 0.95
"248" 247 47 1000 2 0.6
"852" 2647 47 1000 2 0.7
"1450" 5047 47 1000 2 0.8
"2050" 7447 47 1000 2 0.9
"2651" 9847 47 1000 2 0.95
"25010" 847 47 1000 3 0.6
"8541" 3247 47 1000 3 0.7
"14561" 5647 47 1000 3 0.8
"20481" 8047 47 1000 3 0.9
"26721" 10447 47 1000 3 0.95
"26612" 1447 47 1000 5 0.6
"10652" 3847 47 1000 5 0.7
"16562" 6247 47 1000 5 0.8
"22772" 8647 47 1000 5 0.9
"28572" 11047 47 1000 5 0.95
"8433" 2047 47 1000 10 0.6
"19623" 4447 47 1000 10 0.7
"28923" 6847 47 1000 10 0.8
"4873" 447 47 1000 10 0.9
"19183" 1192 47 1000 10 0.95
"348" 347 47 2000 2 0.6
"947" 2747 47 2000 2 0.7
"1548" 5147 47 2000 2 0.8
"2148" 7547 47 2000 2 0.9
"2746" 9947 47 2000 2 0.95
"3501" 947 47 2000 3 0.6
"9541" 3347 47 2000 3 0.7
"15551" 5747 47 2000 3 0.8
"21471" 8147 47 2000 3 0.9
"27551" 10547 47 2000 3 0.95
"3472" 1547 47 2000 5 0.6
"11502" 3947 47 2000 5 0.7
"17552" 6347 47 2000 5 0.8
"23562" 8747 47 2000 5 0.9
"6482" 843 47 2000 5 0.95
"9353" 2147 47 2000 10 0.6
"20533" 4547 47 2000 10 0.7
"6104" 15 47 2000 10 0.8
"8105" 547 47 2000 10 0.9
"23733" 1292 47 2000 10 0.95
"449" 447 47 5000 2 0.6
"1035" 2847 47 5000 2 0.7
"1642" 5247 47 5000 2 0.8
"2248" 7647 47 5000 2 0.9
"2856" 10047 47 5000 2 0.95
"4611" 1047 47 5000 3 0.6
"10391" 3447 47 5000 3 0.7
"16511" 5847 47 5000 3 0.8
"22451" 8247 47 5000 3 0.9
"28471" 10647 47 5000 3 0.95
"4482" 1647 47 5000 5 0.6
"12522" 4047 47 5000 5 0.7
"18602" 6447 47 5000 5 0.8
"24613" 8847 47 5000 5 0.9
"7402" 903 47 5000 5 0.95
"10633" 2247 47 5000 10 0.6
"21823" 4647 47 5000 10 0.7
"6814" 47 47 5000 10 0.8
"12643" 647 47 5000 10 0.9
"24773" 1392 47 5000 10 0.95
"550" 547 47 10000 2 0.6
"1147" 2947 47 10000 2 0.7
"1760" 5347 47 10000 2 0.8
"2350" 7747 47 10000 2 0.9
"2967" 10147 47 10000 2 0.95
"5501" 1147 47 10000 3 0.6
"11441" 3547 47 10000 3 0.7
"17541" 5947 47 10000 3 0.8
"23491" 8347 47 10000 3 0.9
"29481" 10747 47 10000 3 0.95
"5752" 1747 47 10000 5 0.6
"13562" 4147 47 10000 5 0.7
"19613" 6547 47 10000 5 0.8
"25613" 8947 47 10000 5 0.9
"7582" 892 47 10000 5 0.95
"12003" 2347 47 10000 10 0.6
"23183" 4747 47 10000 10 0.7
"17214" 147 47 10000 10 0.8
"13863" 747 47 10000 10 0.9
"25893" 1492 47 10000 10 0.95
"59" 48 48 100 2 0.6
"648" 2448 48 100 2 0.7
"1250" 4848 48 100 2 0.8
"1849" 7248 48 100 2 0.9
"2444" 9648 48 100 2 0.95
"5410" 648 48 100 3 0.6
"6481" 3048 48 100 3 0.7
"12481" 5448 48 100 3 0.8
"18471" 7848 48 100 3 0.9
"24401" 10248 48 100 3 0.95
"5412" 1248 48 100 5 0.6
"8572" 3648 48 100 5 0.7
"14513" 6048 48 100 5 0.8
"20482" 8448 48 100 5 0.9
"26542" 10848 48 100 5 0.95
"5703" 1848 48 100 10 0.6
"16733" 4248 48 100 10 0.7
"26803" 6648 48 100 10 0.8
"28814" 248 48 100 10 0.9
"14853" 993 48 100 10 0.95
"125" 148 48 500 2 0.6
"742" 2548 48 500 2 0.7
"1325" 4948 48 500 2 0.8
"1941" 7348 48 500 2 0.9
"2540" 9748 48 500 2 0.95
"14510" 748 48 500 3 0.6
"7381" 3148 48 500 3 0.7
"13461" 5548 48 500 3 0.8
"19301" 7948 48 500 3 0.9
"25361" 10348 48 500 3 0.95
"14112" 1348 48 500 5 0.6
"9382" 3748 48 500 5 0.7
"15302" 6148 48 500 5 0.8
"21392" 8548 48 500 5 0.9
"27313" 10948 48 500 5 0.95
"6933" 1948 48 500 10 0.6
"18093" 4348 48 500 10 0.7
"27583" 6748 48 500 10 0.8
"3733" 348 48 500 10 0.9
"15743" 1093 48 500 10 0.95
"268" 248 48 1000 2 0.6
"850" 2648 48 1000 2 0.7
"1442" 5048 48 1000 2 0.8
"2042" 7448 48 1000 2 0.9
"2660" 9848 48 1000 2 0.95
"25110" 848 48 1000 3 0.6
"8571" 3248 48 1000 3 0.7
"14531" 5648 48 1000 3 0.8
"20591" 8048 48 1000 3 0.9
"26561" 10448 48 1000 3 0.95
"24812" 1448 48 1000 5 0.6
"10513" 3848 48 1000 5 0.7
"16513" 6248 48 1000 5 0.8
"22542" 8648 48 1000 5 0.9
"28522" 11048 48 1000 5 0.95
"8593" 2048 48 1000 10 0.6
"19633" 4448 48 1000 10 0.7
"28883" 6848 48 1000 10 0.8
"4733" 448 48 1000 10 0.9
"19353" 1193 48 1000 10 0.95
"349" 348 48 2000 2 0.6
"948" 2748 48 2000 2 0.7
"1549" 5148 48 2000 2 0.8
"2149" 7548 48 2000 2 0.9
"2755" 9948 48 2000 2 0.95
"3481" 948 48 2000 3 0.6
"9481" 3348 48 2000 3 0.7
"15431" 5748 48 2000 3 0.8
"21511" 8148 48 2000 3 0.9
"27471" 10548 48 2000 3 0.95
"3442" 1548 48 2000 5 0.6
"11582" 3948 48 2000 5 0.7
"17492" 6348 48 2000 5 0.8
"23532" 8748 48 2000 5 0.9
"6372" 844 48 2000 5 0.95
"9473" 2148 48 2000 10 0.6
"20563" 4548 48 2000 10 0.7
"24104" 16 48 2000 10 0.8
"8015" 548 48 2000 10 0.9
"23803" 1293 48 2000 10 0.95
"448" 448 48 5000 2 0.6
"1043" 2848 48 5000 2 0.7
"1637" 5248 48 5000 2 0.8
"2254" 7648 48 5000 2 0.9
"2850" 10048 48 5000 2 0.95
"4471" 1048 48 5000 3 0.6
"10501" 3448 48 5000 3 0.7
"16531" 5848 48 5000 3 0.8
"22371" 8248 48 5000 3 0.9
"28371" 10648 48 5000 3 0.95
"4472" 1648 48 5000 5 0.6
"12572" 4048 48 5000 5 0.7
"18472" 6448 48 5000 5 0.8
"24532" 8848 48 5000 5 0.9
"7513" 904 48 5000 5 0.95
"10673" 2248 48 5000 10 0.6
"21853" 4648 48 5000 10 0.7
"6914" 48 48 5000 10 0.8
"12693" 648 48 5000 10 0.9
"24853" 1393 48 5000 10 0.95
"546" 548 48 10000 2 0.6
"1148" 2948 48 10000 2 0.7
"1748" 5348 48 10000 2 0.8
"2352" 7748 48 10000 2 0.9
"2946" 10148 48 10000 2 0.95
"5461" 1148 48 10000 3 0.6
"11771" 3548 48 10000 3 0.7
"17581" 5948 48 10000 3 0.8
"23611" 8348 48 10000 3 0.9
"29491" 10748 48 10000 3 0.95
"5772" 1748 48 10000 5 0.6
"13572" 4148 48 10000 5 0.7
"19542" 6548 48 10000 5 0.8
"25582" 8948 48 10000 5 0.9
"7622" 893 48 10000 5 0.95
"12093" 2348 48 10000 10 0.6
"23193" 4748 48 10000 10 0.7
"19114" 148 48 10000 10 0.8
"13773" 748 48 10000 10 0.9
"25715" 1493 48 10000 10 0.95
"42" 49 49 100 2 0.6
"650" 2449 49 100 2 0.7
"1265" 4849 49 100 2 0.8
"1848" 7249 49 100 2 0.9
"2458" 9649 49 100 2 0.95
"4810" 649 49 100 3 0.6
"6501" 3049 49 100 3 0.7
"12491" 5449 49 100 3 0.8
"18621" 7849 49 100 3 0.9
"24551" 10249 49 100 3 0.95
"5012" 1249 49 100 5 0.6
"8602" 3649 49 100 5 0.7
"14542" 6049 49 100 5 0.8
"20582" 8449 49 100 5 0.9
"26622" 10849 49 100 5 0.95
"5603" 1849 49 100 10 0.6
"16723" 4249 49 100 10 0.7
"26783" 6649 49 100 10 0.8
"27114" 249 49 100 10 0.9
"15023" 994 49 100 10 0.95
"134" 149 49 500 2 0.6
"741" 2549 49 500 2 0.7
"1334" 4949 49 500 2 0.8
"1940" 7349 49 500 2 0.9
"2522" 9749 49 500 2 0.95
"14910" 749 49 500 3 0.6
"7421" 3149 49 500 3 0.7
"13521" 5549 49 500 3 0.8
"19431" 7949 49 500 3 0.9
"25511" 10349 49 500 3 0.95
"15312" 1349 49 500 5 0.6
"9513" 3749 49 500 5 0.7
"15292" 6149 49 500 5 0.8
"21413" 8549 49 500 5 0.9
"27422" 10949 49 500 5 0.95
"7003" 1949 49 500 10 0.6
"18023" 4349 49 500 10 0.7
"27783" 6749 49 500 10 0.8
"3793" 349 49 500 10 0.9
"16015" 1094 49 500 10 0.95
"264" 249 49 1000 2 0.6
"845" 2649 49 1000 2 0.7
"1455" 5049 49 1000 2 0.8
"2055" 7449 49 1000 2 0.9
"2652" 9849 49 1000 2 0.95
"24410" 849 49 1000 3 0.6
"8691" 3249 49 1000 3 0.7
"14711" 5649 49 1000 3 0.8
"20531" 8049 49 1000 3 0.9
"26671" 10449 49 1000 3 0.95
"25112" 1449 49 1000 5 0.6
"10572" 3849 49 1000 5 0.7
"16492" 6249 49 1000 5 0.8
"22572" 8649 49 1000 5 0.9
"28702" 11049 49 1000 5 0.95
"8453" 2049 49 1000 10 0.6
"19653" 4449 49 1000 10 0.7
"28953" 6849 49 1000 10 0.8
"4683" 449 49 1000 10 0.9
"19333" 1194 49 1000 10 0.95
"350" 349 49 2000 2 0.6
"951" 2749 49 2000 2 0.7
"1550" 5149 49 2000 2 0.8
"2150" 7549 49 2000 2 0.9
"2744" 9949 49 2000 2 0.95
"3511" 949 49 2000 3 0.6
"9511" 3349 49 2000 3 0.7
"15541" 5749 49 2000 3 0.8
"21501" 8149 49 2000 3 0.9
"27501" 10549 49 2000 3 0.95
"3492" 1549 49 2000 5 0.6
"11572" 3949 49 2000 5 0.7
"17482" 6349 49 2000 5 0.8
"23542" 8749 49 2000 5 0.9
"6513" 845 49 2000 5 0.95
"9453" 2149 49 2000 10 0.6
"20593" 4549 49 2000 10 0.7
"28104" 17 49 2000 10 0.8
"8053" 549 49 2000 10 0.9
"23743" 1294 49 2000 10 0.95
"445" 449 49 5000 2 0.6
"1042" 2849 49 5000 2 0.7
"1648" 5249 49 5000 2 0.8
"2243" 7649 49 5000 2 0.9
"2843" 10049 49 5000 2 0.95
"4461" 1049 49 5000 3 0.6
"10401" 3449 49 5000 3 0.7
"16421" 5849 49 5000 3 0.8
"22461" 8249 49 5000 3 0.9
"28381" 10649 49 5000 3 0.95
"4502" 1649 49 5000 5 0.6
"12502" 4049 49 5000 5 0.7
"18522" 6449 49 5000 5 0.8
"24492" 8849 49 5000 5 0.9
"7372" 905 49 5000 5 0.95
"10663" 2249 49 5000 10 0.6
"21933" 4649 49 5000 10 0.7
"6614" 49 49 5000 10 0.8
"12793" 649 49 5000 10 0.9
"24753" 1394 49 5000 10 0.95
"561" 549 49 10000 2 0.6
"1152" 2949 49 10000 2 0.7
"1754" 5349 49 10000 2 0.8
"2354" 7749 49 10000 2 0.9
"2949" 10149 49 10000 2 0.95
"5471" 1149 49 10000 3 0.6
"11801" 3549 49 10000 3 0.7
"17521" 5949 49 10000 3 0.8
"23561" 8349 49 10000 3 0.9
"29521" 10749 49 10000 3 0.95
"5813" 1749 49 10000 5 0.6
"13613" 4149 49 10000 5 0.7
"19552" 6549 49 10000 5 0.8
"25592" 8949 49 10000 5 0.9
"7562" 894 49 10000 5 0.95
"12133" 2349 49 10000 10 0.6
"23303" 4749 49 10000 10 0.7
"17114" 149 49 10000 10 0.8
"13833" 749 49 10000 10 0.9
"25853" 1494 49 10000 10 0.95
"53" 50 50 100 2 0.6
"651" 2450 50 100 2 0.7
"1251" 4850 50 100 2 0.8
"1851" 7250 50 100 2 0.9
"2457" 9650 50 100 2 0.95
"4910" 650 50 100 3 0.6
"6511" 3050 50 100 3 0.7
"12561" 5450 50 100 3 0.8
"18501" 7850 50 100 3 0.9
"24411" 10250 50 100 3 0.95
"4912" 1250 50 100 5 0.6
"8582" 3650 50 100 5 0.7
"14602" 6050 50 100 5 0.8
"20652" 8450 50 100 5 0.9
"26722" 10850 50 100 5 0.95
"5743" 1850 50 100 10 0.6
"16953" 4250 50 100 10 0.7
"26733" 6650 50 100 10 0.8
"29014" 250 50 100 10 0.9
"14883" 995 50 100 10 0.95
"139" 150 50 500 2 0.6
"738" 2550 50 500 2 0.7
"1340" 4950 50 500 2 0.8
"1953" 7350 50 500 2 0.9
"2545" 9750 50 500 2 0.95
"13910" 750 50 500 3 0.6
"7341" 3150 50 500 3 0.7
"13351" 5550 50 500 3 0.8
"19251" 7950 50 500 3 0.9
"25341" 10350 50 500 3 0.95
"14512" 1350 50 500 5 0.6
"9472" 3750 50 500 5 0.7
"15482" 6150 50 500 5 0.8
"21513" 8550 50 500 5 0.9
"27522" 10950 50 500 5 0.95
"7073" 1950 50 500 10 0.6
"17915" 4350 50 500 10 0.7
"27533" 6750 50 500 10 0.8
"3883" 350 50 500 10 0.9
"15873" 1095 50 500 10 0.95
"263" 250 50 1000 2 0.6
"844" 2650 50 1000 2 0.7
"1461" 5050 50 1000 2 0.8
"2054" 7450 50 1000 2 0.9
"2669" 9850 50 1000 2 0.95
"24310" 850 50 1000 3 0.6
"8421" 3250 50 1000 3 0.7
"14431" 5650 50 1000 3 0.8
"20421" 8050 50 1000 3 0.9
"26501" 10450 50 1000 3 0.95
