"V1" "V2" "V3" "V4" "V5"
"10332" 3826 26 1000 5 0.7
"16352" 6226 26 1000 5 0.8
"22392" 8626 26 1000 5 0.9
"28413" 11026 26 1000 5 0.95
"7773" 2026 26 1000 10 0.6
"18915" 4426 26 1000 10 0.7
"28493" 6826 26 1000 10 0.8
"4443" 426 26 1000 10 0.9
"17593" 1171 26 1000 10 0.95
"326" 326 26 2000 2 0.6
"926" 2726 26 2000 2 0.7
"1529" 5126 26 2000 2 0.8
"2127" 7526 26 2000 2 0.9
"2728" 9926 26 2000 2 0.95
"3261" 926 26 2000 3 0.6
"9331" 3326 26 2000 3 0.7
"15271" 5726 26 2000 3 0.8
"21281" 8126 26 2000 3 0.9
"27271" 10526 26 2000 3 0.95
"3152" 1526 26 2000 5 0.6
"11362" 3926 26 2000 5 0.7
"17262" 6326 26 2000 5 0.8
"23392" 8726 26 2000 5 0.9
"29362" 11126 26 2000 5 0.95
"9083" 2126 26 2000 10 0.6
"20183" 4526 26 2000 10 0.7
"29453" 6926 26 2000 10 0.8
"6753" 526 26 2000 10 0.9
"22463" 1271 26 2000 10 0.95
"432" 426 26 5000 2 0.6
"1032" 2826 26 5000 2 0.7
"1629" 5226 26 5000 2 0.8
"2232" 7626 26 5000 2 0.9
"2831" 10026 26 5000 2 0.95
"4171" 1026 26 5000 3 0.6
"10331" 3426 26 5000 3 0.7
"16301" 5826 26 5000 3 0.8
"22281" 8226 26 5000 3 0.9
"28261" 10626 26 5000 3 0.95
"4282" 1626 26 5000 5 0.6
"12392" 4026 26 5000 5 0.7
"18342" 6426 26 5000 5 0.8
"24392" 8826 26 5000 5 0.9
"6252" 823 26 5000 5 0.95
"10515" 2226 26 5000 10 0.6
"21623" 4626 26 5000 10 0.7
"3614" 26 26 5000 10 0.8
"11153" 626 26 5000 10 0.9
"24573" 1371 26 5000 10 0.95
"523" 526 26 10000 2 0.6
"1128" 2926 26 10000 2 0.7
"1733" 5326 26 10000 2 0.8
"2326" 7726 26 10000 2 0.9
"2928" 10126 26 10000 2 0.95
"5311" 1126 26 10000 3 0.6
"11251" 3526 26 10000 3 0.7
"17311" 5926 26 10000 3 0.8
"23321" 8326 26 10000 3 0.9
"29251" 10726 26 10000 3 0.95
"5232" 1726 26 10000 5 0.6
"13342" 4126 26 10000 5 0.7
"19262" 6526 26 10000 5 0.8
"25322" 8926 26 10000 5 0.9
"7172" 871 26 10000 5 0.95
"11715" 2326 26 10000 10 0.6
"22933" 4726 26 10000 10 0.7
"14214" 126 26 10000 10 0.8
"13553" 726 26 10000 10 0.9
"25543" 1471 26 10000 10 0.95
"8" 27 27 100 2 0.6
"621" 2427 27 100 2 0.7
"1206" 4827 27 100 2 0.8
"1833" 7227 27 100 2 0.9
"2411" 9627 27 100 2 0.95
"3310" 627 27 100 3 0.6
"6261" 3027 27 100 3 0.7
"12251" 5427 27 100 3 0.8
"18221" 7827 27 100 3 0.9
"24211" 10227 27 100 3 0.95
"3112" 1227 27 100 5 0.6
"8242" 3627 27 100 5 0.7
"14282" 6027 27 100 5 0.8
"20292" 8427 27 100 5 0.9
"26142" 10827 27 100 5 0.95
"5315" 1827 27 100 10 0.6
"16443" 4227 27 100 10 0.7
"26593" 6627 27 100 10 0.8
"24714" 227 27 100 10 0.9
"14653" 972 27 100 10 0.95
"135" 127 27 500 2 0.6
"728" 2527 27 500 2 0.7
"1349" 4927 27 500 2 0.8
"1927" 7327 27 500 2 0.9
"2523" 9727 27 500 2 0.95
"14810" 727 27 500 3 0.6
"7321" 3127 27 500 3 0.7
"13291" 5527 27 500 3 0.8
"19361" 7927 27 500 3 0.9
"25451" 10327 27 500 3 0.95
"12612" 1327 27 500 5 0.6
"9352" 3727 27 500 5 0.7
"15582" 6127 27 500 5 0.8
"21552" 8527 27 500 5 0.9
"27432" 10927 27 500 5 0.95
"6773" 1927 27 500 10 0.6
"17963" 4327 27 500 10 0.7
"27683" 6727 27 500 10 0.8
"3563" 327 27 500 10 0.9
"15533" 1072 27 500 10 0.95
"227" 227 27 1000 2 0.6
"828" 2627 27 1000 2 0.7
"1428" 5027 27 1000 2 0.8
"2030" 7427 27 1000 2 0.9
"2626" 9827 27 1000 2 0.95
"22910" 827 27 1000 3 0.6
"8301" 3227 27 1000 3 0.7
"14281" 5627 27 1000 3 0.8
"20281" 8027 27 1000 3 0.9
"26241" 10427 27 1000 3 0.95
"22512" 1427 27 1000 5 0.6
"10362" 3827 27 1000 5 0.7
"16402" 6227 27 1000 5 0.8
"22382" 8627 27 1000 5 0.9
"28332" 11027 27 1000 5 0.95
"7743" 2027 27 1000 10 0.6
"18983" 4427 27 1000 10 0.7
"28543" 6827 27 1000 10 0.8
"4553" 427 27 1000 10 0.9
"17823" 1172 27 1000 10 0.95
"327" 327 27 2000 2 0.6
"928" 2727 27 2000 2 0.7
"1528" 5127 27 2000 2 0.8
"2131" 7527 27 2000 2 0.9
"2723" 9927 27 2000 2 0.95
"3291" 927 27 2000 3 0.6
"9251" 3327 27 2000 3 0.7
"15241" 5727 27 2000 3 0.8
"21161" 8127 27 2000 3 0.9
"27261" 10527 27 2000 3 0.95
"3262" 1527 27 2000 5 0.6
"11313" 3927 27 2000 5 0.7
"17413" 6327 27 2000 5 0.8
"23372" 8727 27 2000 5 0.9
"29272" 11127 27 2000 5 0.95
"8953" 2127 27 2000 10 0.6
"20303" 4527 27 2000 10 0.7
"29553" 6927 27 2000 10 0.8
"6533" 527 27 2000 10 0.9
"22443" 1272 27 2000 10 0.95
"427" 427 27 5000 2 0.6
"1028" 2827 27 5000 2 0.7
"1631" 5227 27 5000 2 0.8
"2229" 7627 27 5000 2 0.9
"2826" 10027 27 5000 2 0.95
"4051" 1027 27 5000 3 0.6
"10281" 3427 27 5000 3 0.7
"16271" 5827 27 5000 3 0.8
"22261" 8227 27 5000 3 0.9
"28301" 10627 27 5000 3 0.95
"4272" 1627 27 5000 5 0.6
"12413" 4027 27 5000 5 0.7
"18402" 6427 27 5000 5 0.8
"24362" 8827 27 5000 5 0.9
"6232" 824 27 5000 5 0.95
"10483" 2227 27 5000 10 0.6
"21633" 4627 27 5000 10 0.7
"5314" 27 27 5000 10 0.8
"12553" 627 27 5000 10 0.9
"24433" 1372 27 5000 10 0.95
"517" 527 27 10000 2 0.6
"1117" 2927 27 10000 2 0.7
"1714" 5327 27 10000 2 0.8
"2330" 7727 27 10000 2 0.9
"2921" 10127 27 10000 2 0.95
"5191" 1127 27 10000 3 0.6
"11201" 3527 27 10000 3 0.7
"17301" 5927 27 10000 3 0.8
"23311" 8327 27 10000 3 0.9
"29281" 10727 27 10000 3 0.95
"5242" 1727 27 10000 5 0.6
"13292" 4127 27 10000 5 0.7
"19352" 6527 27 10000 5 0.8
"25332" 8927 27 10000 5 0.9
"6952" 872 27 10000 5 0.95
"11733" 2327 27 10000 10 0.6
"22953" 4727 27 10000 10 0.7
"14014" 127 27 10000 10 0.8
"13693" 727 27 10000 10 0.9
"25673" 1472 27 10000 10 0.95
"21" 28 28 100 2 0.6
"618" 2428 28 100 2 0.7
"1223" 4828 28 100 2 0.8
"1822" 7228 28 100 2 0.9
"2427" 9628 28 100 2 0.95
"25100" 628 28 100 3 0.6
"6321" 3028 28 100 3 0.7
"12171" 5428 28 100 3 0.8
"18331" 7828 28 100 3 0.9
"24321" 10228 28 100 3 0.95
"3412" 1228 28 100 5 0.6
"8392" 3628 28 100 5 0.7
"14132" 6028 28 100 5 0.8
"20202" 8428 28 100 5 0.9
"26382" 10828 28 100 5 0.95
"5515" 1828 28 100 10 0.6
"16553" 4228 28 100 10 0.7
"26453" 6628 28 100 10 0.8
"25314" 228 28 100 10 0.9
"14573" 973 28 100 10 0.95
"149" 128 28 500 2 0.6
"725" 2528 28 500 2 0.7
"1348" 4928 28 500 2 0.8
"1924" 7328 28 500 2 0.9
"2527" 9728 28 500 2 0.95
"13010" 728 28 500 3 0.6
"7311" 3128 28 500 3 0.7
"13511" 5528 28 500 3 0.8
"19331" 7928 28 500 3 0.9
"25291" 10328 28 500 3 0.95
"12912" 1328 28 500 5 0.6
"9392" 3728 28 500 5 0.7
"15352" 6128 28 500 5 0.8
"21322" 8528 28 500 5 0.9
"27402" 10928 28 500 5 0.95
"7043" 1928 28 500 10 0.6
"17983" 4328 28 500 10 0.7
"27733" 6728 28 500 10 0.8
"3483" 328 28 500 10 0.9
"15483" 1073 28 500 10 0.95
"226" 228 28 1000 2 0.6
"830" 2628 28 1000 2 0.7
"1429" 5028 28 1000 2 0.8
"2028" 7428 28 1000 2 0.9
"2627" 9828 28 1000 2 0.95
"23510" 828 28 1000 3 0.6
"8311" 3228 28 1000 3 0.7
"14291" 5628 28 1000 3 0.8
"20261" 8028 28 1000 3 0.9
"26231" 10428 28 1000 3 0.95
"22812" 1428 28 1000 5 0.6
"10313" 3828 28 1000 5 0.7
"16392" 6228 28 1000 5 0.8
"22282" 8628 28 1000 5 0.9
"28322" 11028 28 1000 5 0.95
"7873" 2028 28 1000 10 0.6
"18923" 4428 28 1000 10 0.7
"28593" 6828 28 1000 10 0.8
"4573" 428 28 1000 10 0.9
"17663" 1173 28 1000 10 0.95
"331" 328 28 2000 2 0.6
"927" 2728 28 2000 2 0.7
"1530" 5128 28 2000 2 0.8
"2129" 7528 28 2000 2 0.9
"2733" 9928 28 2000 2 0.95
"3301" 928 28 2000 3 0.6
"9301" 3328 28 2000 3 0.7
"15301" 5728 28 2000 3 0.8
"21271" 8128 28 2000 3 0.9
"27251" 10528 28 2000 3 0.95
"3322" 1528 28 2000 5 0.6
"11182" 3928 28 2000 5 0.7
"17292" 6328 28 2000 5 0.8
"23222" 8728 28 2000 5 0.9
"29313" 11128 28 2000 5 0.95
"9033" 2128 28 2000 10 0.6
"20253" 4528 28 2000 10 0.7
"29573" 6928 28 2000 10 0.8
"7963" 528 28 2000 10 0.9
"22493" 1273 28 2000 10 0.95
"429" 428 28 5000 2 0.6
"1033" 2828 28 5000 2 0.7
"1633" 5228 28 5000 2 0.8
"2227" 7628 28 5000 2 0.9
"2828" 10028 28 5000 2 0.95
"4281" 1028 28 5000 3 0.6
"10291" 3428 28 5000 3 0.7
"16291" 5828 28 5000 3 0.8
"22271" 8228 28 5000 3 0.9
"28271" 10628 28 5000 3 0.95
"4292" 1628 28 5000 5 0.6
"12362" 4028 28 5000 5 0.7
"18382" 6428 28 5000 5 0.8
"24342" 8828 28 5000 5 0.9
"6562" 825 28 5000 5 0.95
"10473" 2228 28 5000 10 0.6
"21653" 4628 28 5000 10 0.7
"5614" 28 28 5000 10 0.8
"12763" 628 28 5000 10 0.9
"24583" 1373 28 5000 10 0.95
"532" 528 28 10000 2 0.6
"1123" 2928 28 10000 2 0.7
"1719" 5328 28 10000 2 0.8
"2332" 7728 28 10000 2 0.9
"2926" 10128 28 10000 2 0.95
"5291" 1128 28 10000 3 0.6
"11141" 3528 28 10000 3 0.7
"17331" 5928 28 10000 3 0.8
"23181" 8328 28 10000 3 0.9
"29151" 10728 28 10000 3 0.95
"5213" 1728 28 10000 5 0.6
"13382" 4128 28 10000 5 0.7
"19372" 6528 28 10000 5 0.8
"25282" 8928 28 10000 5 0.9
"7162" 873 28 10000 5 0.95
"11683" 2328 28 10000 10 0.6
"22963" 4728 28 10000 10 0.7
"15014" 128 28 10000 10 0.8
"13615" 728 28 10000 10 0.9
"25663" 1473 28 10000 10 0.95
"7" 29 29 100 2 0.6
"625" 2429 29 100 2 0.7
"1208" 4829 29 100 2 0.8
"1832" 7229 29 100 2 0.9
"2433" 9629 29 100 2 0.95
"13100" 629 29 100 3 0.6
"6311" 3029 29 100 3 0.7
"12061" 5429 29 100 3 0.8
"18321" 7829 29 100 3 0.9
"24201" 10229 29 100 3 0.95
"22102" 1229 29 100 5 0.6
"8262" 3629 29 100 5 0.7
"14172" 6029 29 100 5 0.8
"20282" 8429 29 100 5 0.9
"26202" 10829 29 100 5 0.95
"5443" 1829 29 100 10 0.6
"16623" 4229 29 100 10 0.7
"26443" 6629 29 100 10 0.8
"24614" 229 29 100 10 0.9
"14553" 974 29 100 10 0.95
"152" 129 29 500 2 0.6
"727" 2529 29 500 2 0.7
"1324" 4929 29 500 2 0.8
"1930" 7329 29 500 2 0.9
"2524" 9729 29 500 2 0.95
"14610" 729 29 500 3 0.6
"7251" 3129 29 500 3 0.7
"13471" 5529 29 500 3 0.8
"19261" 7929 29 500 3 0.9
"25521" 10329 29 500 3 0.95
"12412" 1329 29 500 5 0.6
"9542" 3729 29 500 5 0.7
"15362" 6129 29 500 5 0.8
"21472" 8529 29 500 5 0.9
"27442" 10929 29 500 5 0.95
"6833" 1929 29 500 10 0.6
"18193" 4329 29 500 10 0.7
"27553" 6729 29 500 10 0.8
"3573" 329 29 500 10 0.9
"15715" 1074 29 500 10 0.95
"229" 229 29 1000 2 0.6
"829" 2629 29 1000 2 0.7
"1430" 5029 29 1000 2 0.8
"2029" 7429 29 1000 2 0.9
"2630" 9829 29 1000 2 0.95
"23110" 829 29 1000 3 0.6
"8281" 3229 29 1000 3 0.7
"14331" 5629 29 1000 3 0.8
"20311" 8029 29 1000 3 0.9
"26311" 10429 29 1000 3 0.95
"23112" 1429 29 1000 5 0.6
"10392" 3829 29 1000 5 0.7
"16313" 6229 29 1000 5 0.8
"22372" 8629 29 1000 5 0.9
"28382" 11029 29 1000 5 0.95
"7815" 2029 29 1000 10 0.6
"18993" 4429 29 1000 10 0.7
"28563" 6829 29 1000 10 0.8
"4603" 429 29 1000 10 0.9
"17783" 1174 29 1000 10 0.95
"328" 329 29 2000 2 0.6
"930" 2729 29 2000 2 0.7
"1525" 5129 29 2000 2 0.8
"2128" 7529 29 2000 2 0.9
"2730" 9929 29 2000 2 0.95
"3311" 929 29 2000 3 0.6
"9281" 3329 29 2000 3 0.7
"15311" 5729 29 2000 3 0.8
"21301" 8129 29 2000 3 0.9
"27281" 10529 29 2000 3 0.95
"3292" 1529 29 2000 5 0.6
"11402" 3929 29 2000 5 0.7
"17252" 6329 29 2000 5 0.8
"23313" 8729 29 2000 5 0.9
"29292" 11129 29 2000 5 0.95
"9215" 2129 29 2000 10 0.6
"20333" 4529 29 2000 10 0.7
"29523" 6929 29 2000 10 0.8
"8115" 529 29 2000 10 0.9
"22483" 1274 29 2000 10 0.95
"426" 429 29 5000 2 0.6
"1026" 2829 29 5000 2 0.7
"1632" 5229 29 5000 2 0.8
"2226" 7629 29 5000 2 0.9
"2829" 10029 29 5000 2 0.95
"4631" 1029 29 5000 3 0.6
"10321" 3429 29 5000 3 0.7
"16261" 5829 29 5000 3 0.8
"22291" 8229 29 5000 3 0.9
"28291" 10629 29 5000 3 0.95
"4342" 1629 29 5000 5 0.6
"12382" 4029 29 5000 5 0.7
"18372" 6429 29 5000 5 0.8
"24352" 8829 29 5000 5 0.9
"6572" 826 29 5000 5 0.95
"10493" 2229 29 5000 10 0.6
"21643" 4629 29 5000 10 0.7
"5214" 29 29 5000 10 0.8
"12803" 629 29 5000 10 0.9
"24563" 1374 29 5000 10 0.95
"519" 529 29 10000 2 0.6
"1119" 2929 29 10000 2 0.7
"1721" 5329 29 10000 2 0.8
"2331" 7729 29 10000 2 0.9
"2918" 10129 29 10000 2 0.95
"5151" 1129 29 10000 3 0.6
"11241" 3529 29 10000 3 0.7
"17191" 5929 29 10000 3 0.8
"23301" 8329 29 10000 3 0.9
"29201" 10729 29 10000 3 0.95
"5182" 1729 29 10000 5 0.6
"13332" 4129 29 10000 5 0.7
"19302" 6529 29 10000 5 0.8
"25342" 8929 29 10000 5 0.9
"7032" 874 29 10000 5 0.95
"11863" 2329 29 10000 10 0.6
"22993" 4729 29 10000 10 0.7
"14714" 129 29 10000 10 0.8
"13643" 729 29 10000 10 0.9
"25553" 1474 29 10000 10 0.95
"2" 30 30 100 2 0.6
"623" 2430 30 100 2 0.7
"1225" 4830 30 100 2 0.8
"1829" 7230 30 100 2 0.9
"2426" 9630 30 100 2 0.95
"28100" 630 30 100 3 0.6
"6191" 3030 30 100 3 0.7
"12201" 5430 30 100 3 0.8
"18171" 7830 30 100 3 0.9
"24301" 10230 30 100 3 0.95
"3212" 1230 30 100 5 0.6
"8342" 3630 30 100 5 0.7
"14192" 6030 30 100 5 0.8
"20262" 8430 30 100 5 0.9
"26172" 10830 30 100 5 0.95
"5553" 1830 30 100 10 0.6
"16533" 4230 30 100 10 0.7
"26533" 6630 30 100 10 0.8
"25414" 230 30 100 10 0.9
"14733" 975 30 100 10 0.95
"131" 130 30 500 2 0.6
"730" 2530 30 500 2 0.7
"1327" 4930 30 500 2 0.8
"1934" 7330 30 500 2 0.9
"2553" 9730 30 500 2 0.95
"14010" 730 30 500 3 0.6
"7231" 3130 30 500 3 0.7
"13331" 5530 30 500 3 0.8
"19401" 7930 30 500 3 0.9
"25501" 10330 30 500 3 0.95
"12512" 1330 30 500 5 0.6
"9402" 3730 30 500 5 0.7
"15472" 6130 30 500 5 0.8
"21442" 8530 30 500 5 0.9
"27482" 10930 30 500 5 0.95
"7053" 1930 30 500 10 0.6
"18053" 4330 30 500 10 0.7
"27773" 6730 30 500 10 0.8
"3593" 330 30 500 10 0.9
"15463" 1075 30 500 10 0.95
"231" 230 30 1000 2 0.6
"831" 2630 30 1000 2 0.7
"1432" 5030 30 1000 2 0.8
"2033" 7430 30 1000 2 0.9
"2633" 9830 30 1000 2 0.95
"23210" 830 30 1000 3 0.6
"8271" 3230 30 1000 3 0.7
"14311" 5630 30 1000 3 0.8
"20321" 8030 30 1000 3 0.9
"26291" 10430 30 1000 3 0.95
"23412" 1430 30 1000 5 0.6
"10372" 3830 30 1000 5 0.7
"16342" 6230 30 1000 5 0.8
"22413" 8630 30 1000 5 0.9
"28342" 11030 30 1000 5 0.95
"7833" 2030 30 1000 10 0.6
"18963" 4430 30 1000 10 0.7
"28603" 6830 30 1000 10 0.8
"4673" 430 30 1000 10 0.9
"17623" 1175 30 1000 10 0.95
"329" 330 30 2000 2 0.6
"932" 2730 30 2000 2 0.7
"1526" 5130 30 2000 2 0.8
"2133" 7530 30 2000 2 0.9
"2726" 9930 30 2000 2 0.95
"3281" 930 30 2000 3 0.6
"9291" 3330 30 2000 3 0.7
"15291" 5730 30 2000 3 0.8
"21321" 8130 30 2000 3 0.9
"27291" 10530 30 2000 3 0.95
"3242" 1530 30 2000 5 0.6
"11413" 3930 30 2000 5 0.7
"17362" 6330 30 2000 5 0.8
"23402" 8730 30 2000 5 0.9
"29342" 11130 30 2000 5 0.95
"9203" 2130 30 2000 10 0.6
"20363" 4530 30 2000 10 0.7
"29603" 6930 30 2000 10 0.8
"8063" 530 30 2000 10 0.9
"22223" 1275 30 2000 10 0.95
"430" 430 30 5000 2 0.6
"1027" 2830 30 5000 2 0.7
"1628" 5230 30 5000 2 0.8
"2233" 7630 30 5000 2 0.9
"2830" 10030 30 5000 2 0.95
"4061" 1030 30 5000 3 0.6
"10271" 3430 30 5000 3 0.7
"16321" 5830 30 5000 3 0.8
"22321" 8230 30 5000 3 0.9
"28321" 10630 30 5000 3 0.95
"4332" 1630 30 5000 5 0.6
"12402" 4030 30 5000 5 0.7
"18352" 6430 30 5000 5 0.8
"24413" 8830 30 5000 5 0.9
"6652" 827 30 5000 5 0.95
"10503" 2230 30 5000 10 0.6
"21693" 4630 30 5000 10 0.7
"5914" 30 30 5000 10 0.8
"12615" 630 30 5000 10 0.9
"24633" 1375 30 5000 10 0.95
"515" 530 30 10000 2 0.6
"1132" 2930 30 10000 2 0.7
"1732" 5330 30 10000 2 0.8
"2327" 7730 30 10000 2 0.9
"2913" 10130 30 10000 2 0.95
"5301" 1130 30 10000 3 0.6
"11211" 3530 30 10000 3 0.7
"17141" 5930 30 10000 3 0.8
"23201" 8330 30 10000 3 0.9
"29311" 10730 30 10000 3 0.95
"5372" 1730 30 10000 5 0.6
"13402" 4130 30 10000 5 0.7
"19252" 6530 30 10000 5 0.8
"25402" 8930 30 10000 5 0.9
"7013" 875 30 10000 5 0.95
"11843" 2330 30 10000 10 0.6
"23015" 4730 30 10000 10 0.7
"13814" 130 30 10000 10 0.8
"13603" 730 30 10000 10 0.9
"25473" 1475 30 10000 10 0.95
"10" 31 31 100 2 0.6
"633" 2431 31 100 2 0.7
"1213" 4831 31 100 2 0.8
"1824" 7231 31 100 2 0.9
"2416" 9631 31 100 2 0.95
"16100" 631 31 100 3 0.6
"6221" 3031 31 100 3 0.7
"12291" 5431 31 100 3 0.8
"18291" 7831 31 100 3 0.9
"24251" 10231 31 100 3 0.95
"3312" 1231 31 100 5 0.6
"8402" 3631 31 100 5 0.7
"14313" 6031 31 100 5 0.8
"20103" 8431 31 100 5 0.9
"26372" 10831 31 100 5 0.95
"5363" 1831 31 100 10 0.6
"16593" 4231 31 100 10 0.7
"26473" 6631 31 100 10 0.8
"26014" 231 31 100 10 0.9
"14563" 976 31 100 10 0.95
"143" 131 31 500 2 0.6
"753" 2531 31 500 2 0.7
"1321" 4931 31 500 2 0.8
"1931" 7331 31 500 2 0.9
"2546" 9731 31 500 2 0.95
"12510" 731 31 500 3 0.6
"7271" 3131 31 500 3 0.7
"13371" 5531 31 500 3 0.8
"19281" 7931 31 500 3 0.9
"25271" 10331 31 500 3 0.95
"13712" 1331 31 500 5 0.6
"9462" 3731 31 500 5 0.7
"15402" 6131 31 500 5 0.8
"21292" 8531 31 500 5 0.9
"27502" 10931 31 500 5 0.95
"6915" 1931 31 500 10 0.6
"18153" 4331 31 500 10 0.7
"27693" 6731 31 500 10 0.8
"3643" 331 31 500 10 0.9
"15503" 1076 31 500 10 0.95
"233" 231 31 1000 2 0.6
"832" 2631 31 1000 2 0.7
"1431" 5031 31 1000 2 0.8
"2031" 7431 31 1000 2 0.9
"2632" 9831 31 1000 2 0.95
"22410" 831 31 1000 3 0.6
"8321" 3231 31 1000 3 0.7
"14301" 5631 31 1000 3 0.8
"20291" 8031 31 1000 3 0.9
"26271" 10431 31 1000 3 0.95
"23312" 1431 31 1000 5 0.6
"10413" 3831 31 1000 5 0.7
"16362" 6231 31 1000 5 0.8
"22342" 8631 31 1000 5 0.9
"28392" 11031 31 1000 5 0.95
"7883" 2031 31 1000 10 0.6
"19003" 4431 31 1000 10 0.7
"28573" 6831 31 1000 10 0.8
"4843" 431 31 1000 10 0.9
"17873" 1176 31 1000 10 0.95
"330" 331 31 2000 2 0.6
"931" 2731 31 2000 2 0.7
"1527" 5131 31 2000 2 0.8
"2130" 7531 31 2000 2 0.9
"2732" 9931 31 2000 2 0.95
"3321" 931 31 2000 3 0.6
"9231" 3331 31 2000 3 0.7
"15321" 5731 31 2000 3 0.8
"21311" 8131 31 2000 3 0.9
"27311" 10531 31 2000 3 0.95
"3332" 1531 31 2000 5 0.6
"11262" 3931 31 2000 5 0.7
"17202" 6331 31 2000 5 0.8
"23342" 8731 31 2000 5 0.9
"29402" 11131 31 2000 5 0.95
"9143" 2131 31 2000 10 0.6
"20293" 4531 31 2000 10 0.7
"29593" 6931 31 2000 10 0.8
"8253" 531 31 2000 10 0.9
"22243" 1276 31 2000 10 0.95
"433" 431 31 5000 2 0.6
"1031" 2831 31 5000 2 0.7
"1627" 5231 31 5000 2 0.8
"2230" 7631 31 5000 2 0.9
"2833" 10031 31 5000 2 0.95
"4031" 1031 31 5000 3 0.6
"10301" 3431 31 5000 3 0.7
"16281" 5831 31 5000 3 0.8
"22331" 8231 31 5000 3 0.9
"28311" 10631 31 5000 3 0.95
"4322" 1631 31 5000 5 0.6
"12352" 4031 31 5000 5 0.7
"18362" 6431 31 5000 5 0.8
"24372" 8831 31 5000 5 0.9
"6713" 828 31 5000 5 0.95
"10543" 2231 31 5000 10 0.6
"21673" 4631 31 5000 10 0.7
"4214" 31 31 5000 10 0.8
"12593" 631 31 5000 10 0.9
"24543" 1376 31 5000 10 0.95
"530" 531 31 10000 2 0.6
"1120" 2931 31 10000 2 0.7
"1720" 5331 31 10000 2 0.8
"2323" 7731 31 10000 2 0.9
"2902" 10131 31 10000 2 0.95
"5161" 1131 31 10000 3 0.6
"11581" 3531 31 10000 3 0.7
"17231" 5931 31 10000 3 0.8
"23211" 8331 31 10000 3 0.9
"29271" 10731 31 10000 3 0.95
"5392" 1731 31 10000 5 0.6
"13352" 4131 31 10000 5 0.7
"19382" 6531 31 10000 5 0.8
"25292" 8931 31 10000 5 0.9
"7122" 876 31 10000 5 0.95
"11815" 2331 31 10000 10 0.6
"22973" 4731 31 10000 10 0.7
"13014" 131 31 10000 10 0.8
"13563" 731 31 10000 10 0.9
"25623" 1476 31 10000 10 0.95
"5" 32 32 100 2 0.6
"619" 2432 32 100 2 0.7
"1218" 4832 32 100 2 0.8
"1828" 7232 32 100 2 0.9
"2424" 9632 32 100 2 0.95
"3210" 632 32 100 3 0.6
"6271" 3032 32 100 3 0.7
"12311" 5432 32 100 3 0.8
"18161" 7832 32 100 3 0.9
"24271" 10232 32 100 3 0.95
"20102" 1232 32 100 5 0.6
"8372" 3632 32 100 5 0.7
"14202" 6032 32 100 5 0.8
"20332" 8432 32 100 5 0.9
"26213" 10832 32 100 5 0.95
"5423" 1832 32 100 10 0.6
"16483" 4232 32 100 10 0.7
"26515" 6632 32 100 10 0.8
"26814" 232 32 100 10 0.9
"14623" 977 32 100 10 0.95
"124" 132 32 500 2 0.6
"731" 2532 32 500 2 0.7
"1322" 4932 32 500 2 0.8
"1933" 7332 32 500 2 0.9
"2544" 9732 32 500 2 0.95
"14210" 732 32 500 3 0.6
"7331" 3132 32 500 3 0.7
"13481" 5532 32 500 3 0.8
"19391" 7932 32 500 3 0.9
"25461" 10332 32 500 3 0.95
"13512" 1332 32 500 5 0.6
"9313" 3732 32 500 5 0.7
"15442" 6132 32 500 5 0.8
"21502" 8532 32 500 5 0.9
"27382" 10932 32 500 5 0.95
"6903" 1932 32 500 10 0.6
"18173" 4332 32 500 10 0.7
"27753" 6732 32 500 10 0.8
"3663" 332 32 500 10 0.9
"15603" 1077 32 500 10 0.95
"219" 232 32 1000 2 0.6
"833" 2632 32 1000 2 0.7
"1433" 5032 32 1000 2 0.8
"2032" 7432 32 1000 2 0.9
"2629" 9832 32 1000 2 0.95
"23610" 832 32 1000 3 0.6
"8331" 3232 32 1000 3 0.7
"14321" 5632 32 1000 3 0.8
"20331" 8032 32 1000 3 0.9
"26331" 10432 32 1000 3 0.95
"23212" 1432 32 1000 5 0.6
"10382" 3832 32 1000 5 0.7
"16413" 6232 32 1000 5 0.8
"22402" 8632 32 1000 5 0.9
"28402" 11032 32 1000 5 0.95
"7823" 2032 32 1000 10 0.6
"19033" 4432 32 1000 10 0.7
"28615" 6832 32 1000 10 0.8
"4663" 432 32 1000 10 0.9
"17723" 1177 32 1000 10 0.95
"332" 332 32 2000 2 0.6
"933" 2732 32 2000 2 0.7
"1532" 5132 32 2000 2 0.8
"2132" 7532 32 2000 2 0.9
"2731" 9932 32 2000 2 0.95
"3331" 932 32 2000 3 0.6
"9221" 3332 32 2000 3 0.7
"15331" 5732 32 2000 3 0.8
"21331" 8132 32 2000 3 0.9
"27321" 10532 32 2000 3 0.95
"3182" 1532 32 2000 5 0.6
"11242" 3932 32 2000 5 0.7
"17313" 6332 32 2000 5 0.8
"23332" 8732 32 2000 5 0.9
"29413" 11132 32 2000 5 0.95
"9073" 2132 32 2000 10 0.6
"20323" 4532 32 2000 10 0.7
"29543" 6932 32 2000 10 0.8
"7983" 532 32 2000 10 0.9
"22473" 1277 32 2000 10 0.95
"431" 432 32 5000 2 0.6
"1029" 2832 32 5000 2 0.7
"1630" 5232 32 5000 2 0.8
"2231" 7632 32 5000 2 0.9
"2832" 10032 32 5000 2 0.95
"4081" 1032 32 5000 3 0.6
"10311" 3432 32 5000 3 0.7
"16331" 5832 32 5000 3 0.8
"22311" 8232 32 5000 3 0.9
